first_word,second_word,bigram,count
"تساعدوني","بهالموضوع","تساعدوني بهالموضوع",3
"الخيارات","المتاحه","الخيارات المتاحه",3
"اسافر","واحتاج","اسافر واحتاج",3
"في","الريان،","في الريان،",3
"تساعدوني","كيف","تساعدوني كيف",3
"عندي","فكره","عندي فكره",3
"فكره","كيف","فكره كيف",3
"توقعت","هالتاخير","توقعت هالتاخير",3
"حد","يساعدني","حد يساعدني",3
"ومو","متاكد","ومو متاكد",3
"يروح","علي","يروح علي",3
"احتاج","شنطه","احتاج شنطه",3
"شنطه","تكون","شنطه تكون",3
"دايم","زبون","دايم زبون",3
"ثاني","في","ثاني في",3
"من","الموقع؟","من الموقع؟",3
"التوصيل","بيكون","التوصيل بيكون",3
"كثير","عن","كثير عن",3
"طيب،","وهل","طيب، وهل",3
"طيب","اذا","طيب اذا",3
"متاكد","انه","متاكد انه",3
"ما","تحلون","ما تحلون",3
"من","حسابي،","من حسابي،",3
"شلون","ممكن","شلون ممكن",3
"مره","من","مره من",3
"عارف","كيف","عارف كيف",3
"بس","المشكله","بس المشكله",3
"انكم","مسوين","انكم مسوين",3
"حاولت","اتواصل","حاولت اتواصل",3
"بس","حصلت","بس حصلت",3
"ارخص","في","ارخص في",3
"من","السعر","من السعر",3
"فيه","خدمه","فيه خدمه",3
"لازم","اطلب","لازم اطلب",3
"يصير","هالشي،","يصير هالشي،",3
"اذا","قررت","اذا قررت",3
"خصوصا","ان","خصوصا ان",3
"اشتريت","لابتوب","اشتريت لابتوب",3
"عن","اللي","عن اللي",3
"اللي","ما","اللي ما",3
"مميز","عندكم،","مميز عندكم،",3
"اقدر","اعرف","اقدر اعرف",3
"لاني","مو","لاني مو",3
"فيه","رسوم","فيه رسوم",3
"اسوي","تحويل","اسوي تحويل",3
"تري","ما","تري ما",3
"فيه","اهتمام","فيه اهتمام",3
"عندكم،","اتمني","عندكم، اتمني",3
"عندكم","معلومات","عندكم معلومات",3
"لازم","اجي","لازم اجي",3
"اليوم،","ما","اليوم، ما",3
"استلمها","من","استلمها من",3
"جزاكم","الله","جزاكم الله",3
"العملاء","بس","العملاء بس",3
"في","التوصيل","في التوصيل",3
"شي","ثاني؟","شي ثاني؟",3
"صح","هالكلام؟","صح هالكلام؟",3
"اوكي،","بس","اوكي، بس",3
"في","التوصيل،","في التوصيل،",3
"الحين","مو","الحين مو",3
"توصلونها","لي","توصلونها لي",3
"حل","بسرعه","حل بسرعه",3
"كيف","ابدا","كيف ابدا",3
"اغير","البنك","اغير البنك",3
"ان","التوصيل","ان التوصيل",3
"الموضوع","باسرع","الموضوع باسرع",3
"وابغي","الغي","وابغي الغي",3
"عنكم","كلام","عنكم كلام",3
"كلام","طيب","كلام طيب",3
"تساعدني","في","تساعدني في",3
"مب","معقول","مب معقول",3
"من","فرعكم","من فرعكم",3
"منكم،","وما","منكم، وما",3
"عندكم،","ومحتاج","عندكم، ومحتاج",3
"وما","كان","وما كان",3
"ترا","انا","ترا انا",3
"عندكم","و","عندكم و",3
"صار","لها","صار لها",3
"اعتمد","عليكم","اعتمد عليكم",3
"استفيد","منه؟","استفيد منه؟",3
"الله","خير،","الله خير،",3
"ولا","ممكن","ولا ممكن",3
"الله","يعطيك","الله يعطيك",3
"السعر","يكون","السعر يكون",3
"تقدر","تحصل","تقدر تحصل",3
"قريب","وابي","قريب وابي",3
"عندي","عزيمه","عندي عزيمه",3
"حبيت","استفسر","حبيت استفسر",3
"ممكن","توصلونها","ممكن توصلونها",3
"لان","محتاج","لان محتاج",3
"قبل","يومين","قبل يومين",3
"يمكن","اخوي","يمكن اخوي",3
"افكر","اخذ","افكر اخذ",3
"مغرب","اليوم","مغرب اليوم",3
"واحتاج","مساعده","واحتاج مساعده",3
"بكره","بعد","بكره بعد",3
"هو","يبغي","هو يبغي",3
"ابغي","اخلص","ابغي اخلص",3
"لي","كـ","لي كـ",3
"العروض","المتوفره","العروض المتوفره",3
"بس","اليوم؟","بس اليوم؟",3
"شريت","من","شريت من",3
"هذا","العرض","هذا العرض",3
"كان","عليه","كان عليه",3
"بس","محتار","بس محتار",3
"شنو","الافضل","شنو الافضل",3
"شنهو","؟","شنهو ؟",3
"ولد","اخوي","ولد اخوي",3
"؟","عندي","؟ عندي",3
"عندي","خصم","عندي خصم",3
"توفرونها","لي","توفرونها لي",3
"السعر","زين","السعر زين",3
"يعرف","اذا","يعرف اذا",3
"ممكن","ارجعه","ممكن ارجعه",3
"محتاج","الرد","محتاج الرد",3
"عشان","اكون","عشان اكون",3
"اذا","موجود","اذا موجود",3
"دايم","هل","دايم هل",3
"الرد","عشان","الرد عشان",3
"بسعر","مناسب","بسعر مناسب",3
"قبل","اليوم","قبل اليوم",3
"بس","او","بس او",3
"محتاجها","ضروري","محتاجها ضروري",3
"اجيكم","قبل","اجيكم قبل",3
"كهديه","لعيد","كهديه لعيد",3
"بصراحه","ابغي","بصراحه ابغي",3
"العروض","قبل","العروض قبل",3
"شيء","يناسب","شيء يناسب",3
"ما","يسكر","ما يسكر",3
"المغرب","اقدر","المغرب اقدر",3
"اطلع","من","اطلع من",3
"جديده","بس","جديده بس",3
"عندكم","نعل","عندكم نعل",3
"محتاجه","شي","محتاجه شي",3
"وعندي","مناسبه","وعندي مناسبه",3
"this","for","this for",3
"الحين","لان","الحين لان",3
"لو","سمحتوا؟","لو سمحتوا؟",3
"يعني","اقدر","يعني اقدر",3
"شي","مشابه","شي مشابه",3
"اي","عرض","اي عرض",3
"خاص","علي","خاص علي",3
"احتاج","عطر","احتاج عطر",3
"خاص","اذا","خاص اذا",3
"مميز","قبل","مميز قبل",3
"غالي","كثير،","غالي كثير،",3
"اليوم","لان","اليوم لان",3
"افكر","في","افكر في",3
"ومو","غالي","ومو غالي",3
"اليوم،","عندكم","اليوم، عندكم",3
"الحين","انا","الحين انا",3
"في","فرصه","في فرصه",3
"ابيها","قبل","ابيها قبل",3
"الشي،","نقدر","الشي، نقدر",3
"نقدر","نحصل","نقدر نحصل",3
"متوفر","بس","متوفر بس",3
"يبي","عطر","يبي عطر",3
"اسال","اذا","اسال اذا",3
"حق","ميلاد","حق ميلاد",3
"شي","يصلح","شي يصلح",3
"استلم","قبل","استلم قبل",3
"لعيد","ميلاد؟","لعيد ميلاد؟",3
"توصيل","قبل","توصيل قبل",3
"نفس","العطر،","نفس العطر،",3
"عندكم","وابي","عندكم وابي",3
"بس","عندكم","بس عندكم",3
"يفضل","يكون","يفضل يكون",3
"عندنا","خصومات","عندنا خصومات",3
"ممكن","ترسل","ممكن ترسل",3
"ترسل","لي","ترسل لي",3
"لي","التفاصيل","لي التفاصيل",3
"ابغي","اقرر","ابغي اقرر",3
"بشوف","اذا","بشوف اذا",3
"منكم،","ودي","منكم، ودي",3
"طيب،","وشنو","طيب، وشنو",3
"الميزانيه","محدوده","الميزانيه محدوده",3
"اهلا","وسهلا،","اهلا وسهلا،",3
"وش","عندكم","وش عندكم",3
"لا","تخلص","لا تخلص",3
"يناسب","لعيد","يناسب لعيد",3
"العرض","متوفر","العرض متوفر",3
"خصم","اضافي؟","خصم اضافي؟",3
"ممكن","خصم","ممكن خصم",3
"شي","ممكن","شي ممكن",3
"خصومات","حلوه","خصومات حلوه",3
"حلوه","علي","حلوه علي",3
"خاصه","اليوم؟","خاصه اليوم؟",3
"شي","علي","شي علي",3
"تحصل","علي","تحصل علي",3
"علي","خصم","علي خصم",3
"متاكده","شنو","متاكده شنو",3
"المغرب","في","المغرب في",3
"لزباءن","عميل","لزباءن عميل",3
"من","العطور","من العطور",3
"عندكم","شي؟","عندكم شي؟",3
"صراحه","اخوي","صراحه اخوي",3
"كان","عندكم","كان عندكم",3
"عندكم","الحين؟","عندكم الحين؟",3
"المغرب،","تقدرون","المغرب، تقدرون",3
"هو","عيد","هو عيد",3
"طلبت","الحين؟","طلبت الحين؟",3
"ثاني","ممكن","ثاني ممكن",3
"بس","العرض","بس العرض",3
"الحين","ممكن","الحين ممكن",3
"عندكم","اقتراحات؟","عندكم اقتراحات؟",3
"ايش","عندكم","ايش عندكم",3
"عندكم","اليوم؟","عندكم اليوم؟",3
"؟","سمعت","؟ سمعت",3
"شيء","ارخص","شيء ارخص",3
"وسعره","مناسب،","وسعره مناسب،",3
"وايد","ناس","وايد ناس",3
"ميلاد،","في","ميلاد، في",3
"بمر","عليكم","بمر عليكم",3
"طيب،","ممكن","طيب، ممكن",3
"غالي","مره","غالي مره",3
"يبيهم","حق","يبيهم حق",3
"حلو،","شنو","حلو، شنو",3
"انا","محتاجه","انا محتاجه",3
"ميلاد","لاخوي","ميلاد لاخوي",3
"بس","بنفس","بس بنفس",3
"بنفس","الوقت","بنفس الوقت",3
"شي","حصري","شي حصري",3
"شي","مناسب،","شي مناسب،",3
"واذا","فيه","واذا فيه",3
"متوفره","؟","متوفره ؟",3
"خذيت","اثنين،","خذيت اثنين،",3
"العطر","هديه","العطر هديه",3
"انا","ابحث","انا ابحث",3
"متاكده","اذا","متاكده اذا",3
"بس،","ممكن","بس، ممكن",3
"يعني","شي","يعني شي",3
"عندي","حفله","عندي حفله",3
"انتظر","لي","انتظر لي",3
"كان","يبيه","كان يبيه",3
"الغي","اليوم","الغي اليوم",3
"مشكورين","علي","مشكورين علي",3
"شنو","الاجراءات","شنو الاجراءات",3
"احتاجه","الحين","احتاجه الحين",3
"تعاونكم،","بس","تعاونكم، بس",3
"شوي،","بس","شوي، بس",3
"هل","هو","هل هو",3
"اليوم","ان","اليوم ان",3
"عن","منتج","عن منتج",3
"الباقه","اللي","الباقه اللي",3
"انه","ممكن","انه ممكن",3
"امس","من","امس من",3
"سمحت،","شنو","سمحت، شنو",3
"اللي","احتاجه","اللي احتاجه",3
"عندكم،","ودايما","عندكم، ودايما",3
"مره","ثانيه؟","مره ثانيه؟",3
"عن","تخفيضات","عن تخفيضات",3
"موجود","قبل","موجود قبل",3
"مو","موجود","مو موجود",3
"اذا","بيكون","اذا بيكون",3
"بيكون","متوفر","بيكون متوفر",3
"شنطه","معينه","شنطه معينه",3
"عن","الشنط","عن الشنط",3
"اللي","ابغي","اللي ابغي",3
"عشان","اشوف","عشان اشوف",3
"التخفيضات","اللي","التخفيضات اللي",3
"في","منتج","في منتج",3
"والله،","سمعت","والله، سمعت",3
"خاصه","للعملاء","خاصه للعملاء",3
"متردده","شوي","متردده شوي",3
"البشره","الحساسه؟","البشره الحساسه؟",3
"منتج","معين","منتج معين",3
"ما","شفته","ما شفته",3
"متوفر","في","متوفر في",3
"منكم،","شنو","منكم، شنو",3
"الفلاش","سيل،","الفلاش سيل،",3
"انها","موجوده","انها موجوده",3
"كعميل","عميل","كعميل عميل",3
"خاصه","لي؟","خاصه لي؟",3
"عن","ماركه","عن ماركه",3
"يناسبني","حق","يناسبني حق",3
"شفته","علي","شفته علي",3
"اقدر","اطلبه؟","اقدر اطلبه؟",3
"ولا","خلصت؟","ولا خلصت؟",3
"سيل","اللي","سيل اللي",3
"احب","اكون","احب اكون",3
"اكون","اول","اكون اول",3
"يكون","مميز","يكون مميز",3
"والله،","بغيت","والله، بغيت",3
"توصيل","سريع؟","توصيل سريع؟",3
"في","العرض؟","في العرض؟",3
"مره","اتسوق","مره اتسوق",3
"مكياج","من","مكياج من",3
"اذا","وصلت","اذا وصلت",3
"بس","اتمني","بس اتمني",3
"تقدرون","توفرونه","تقدرون توفرونه",3
"اذا","هو","اذا هو",3
"خاص","لعملاء","خاص لعملاء",3
"متوفره","في","متوفره في",3
"اشتري","مكياج","اشتري مكياج",3
"اجرب","شي","اجرب شي",3
"يخلص","اليوم","يخلص اليوم",3
"العروض","الجديده","العروض الجديده",3
"تلقون","لي","تلقون لي",3
"ممكن","تقول","ممكن تقول",3
"حاولت","ادور","حاولت ادور",3
"ممكن","توفرونها","ممكن توفرونها",3
"ممكن","استفسر","ممكن استفسر",3
"في","الفرع؟","في الفرع؟",3
"قالت","لي","قالت لي",3
"عنكم","من","عنكم من",3
"في","موديلات","في موديلات",3
"منكم،","في","منكم، في",3
"وكان","عندي","وكان عندي",3
"اقدر","اطلبه","اقدر اطلبه",3
"احتاج","شوز","احتاج شوز",3
"الغي","الطلب؟","الغي الطلب؟",3
"احتاجه","ضروري","احتاجه ضروري",3
"بغيت","اكنسل","بغيت اكنسل",3
"ينحل","بسرعه","ينحل بسرعه",3
"الطلب","الحين،","الطلب الحين،",3
"ممكن","تحجز","ممكن تحجز",3
"تحجز","لي","تحجز لي",3
"الغيها","قبل","الغيها قبل",3
"غالي","شوي","غالي شوي",3
"غالي","وايد،","غالي وايد،",3
"اي","طريقه","اي طريقه",3
"الغيه","اليوم","الغيه اليوم",3
"الفلوس","ترجع","الفلوس ترجع",3
"عن","شيء","عن شيء",3
"العطر","لعيد","العطر لعيد",3
"شكرا","مقدما","شكرا مقدما",3
"اطلب","شيء","اطلب شيء",3
"هو","كان","هو كان",3
"ممكن","تلغون","ممكن تلغون",3
"كان","قبل","كان قبل",3
"بس","غيرت","بس غيرت",3
"اتمني","اسمع","اتمني اسمع",3
"اكنسل","قبل","اكنسل قبل",3
"لان","المناسبه","لان المناسبه",3
"اغير","رايي","اغير رايي",3
"من","عروض","من عروض",3
"اليوم","الصبح","اليوم الصبح",3
"انا","ابغي","انا ابغي",3
"الطلب","حقي؟","الطلب حقي؟",3
"منكم","بس","منكم بس",3
"هذا","اول","هذا اول",3
"عندكم","احذيه","عندكم احذيه",3
"اتاكد","انها","اتاكد انها",3
"سويته","اليوم","سويته اليوم",3
"واحد","ارخص","واحد ارخص",3
"في","بالي","في بالي",3
"تكون","موجوده","تكون موجوده",3
"ميلاد،","بس","ميلاد، بس",3
"اللي","لازم","اللي لازم",3
"يبغي","يستخدم","يبغي يستخدم",3
"ثاني","حق","ثاني حق",3
"سمحت،","ممكن","سمحت، ممكن",3
"دايم","واحتاجها","دايم واحتاجها",3
"ياخذ","وقت","ياخذ وقت",3
"طلبته","اليوم؟","طلبته اليوم؟",3
"يبغاها","لعيد","يبغاها لعيد",3
"الخميس","الجاي","الخميس الجاي",3
"وقلت","له","وقلت له",3
"محتاجه","حق","محتاجه حق",3
"من","الفرع","من الفرع",3
"اكنسل","الاوردر","اكنسل الاوردر",3
"مناسب،","ما","مناسب، ما",3
"شكرا،","بس","شكرا، بس",3
"ممكن","تاكد","ممكن تاكد",3
"واحتاج","الغي","واحتاج الغي",3
"،","هل","، هل",3
"منكم","وكان","منكم وكان",3
"الحقيقه","انا","الحقيقه انا",3
"شلون","طريقه","شلون طريقه",3
"مميز","حق","مميز حق",3
"انه","اخوي","انه اخوي",3
"يحب","العطور","يحب العطور",3
"موجود","عندكم؟","موجود عندكم؟",3
"ميلاد","واحتاج","ميلاد واحتاج",3
"انه","يوصل","انه يوصل",3
"سعره","معقول،","سعره معقول،",3
"بس،","قبل","بس، قبل",3
"اللي","فات","اللي فات",3
"،","شنو","، شنو",3
"يكون","مناسب،","يكون مناسب،",3
"مناسب،","بس","مناسب، بس",3
"؟","لازم","؟ لازم",3
"بكون","ممتن","بكون ممتن",3
"شي","فخم","شي فخم",3
"احتاج","الفلوس","احتاج الفلوس",3
"من","ال","من ال",3
"ال","عندكم","ال عندكم",3
"ادري","ان","ادري ان",3
"عن","موضوع","عن موضوع",3
"موضوع","استرجاع","موضوع استرجاع",3
"كنت","احاول","كنت احاول",3
"الانترنت","من","الانترنت من",3
"الانترنت","وما","الانترنت وما",3
"بس","الصراحه","بس الصراحه",3
"بصراحه","احتاج","بصراحه احتاج",3
"عن","سياسه","عن سياسه",3
"يبغي","يشترك","يبغي يشترك",3
"اعرف","شصار","اعرف شصار",3
"حجز","الفندق","حجز الفندق",3
"محتاجها","لعيد","محتاجها لعيد",3
"احتاج","ارجع","احتاج ارجع",3
"احتاج","ارجعها","احتاج ارجعها",3
"حسابي","بخصوص","حسابي بخصوص",3
"ميلاد","صديقي","ميلاد صديقي",3
"انه","الحساب","انه الحساب",3
"لان","صراحه","لان صراحه",3
"عن","خدمه","عن خدمه",3
"يحتفل","بعيد","يحتفل بعيد",3
"بعيد","ميلاده","بعيد ميلاده",3
"عندنا","مناسبه","عندنا مناسبه",3
"عن","الدراجات","عن الدراجات",3
"يكون","جوده","يكون جوده",3
"عن","الفنادق","عن الفنادق",3
"الفنادق","في","الفنادق في",3
"شي","قريب","شي قريب",3
"للفنادق","في","للفنادق في",3
"انها","توصل","انها توصل",3
"توصل","اليوم،","توصل اليوم،",3
"اذا","اشتركت","اذا اشتركت",3
"سريع","ومو","سريع ومو",3
"لحد","الحين","لحد الحين",3
"شنو","الباقات","شنو الباقات",3
"الانترنت","عندكم","الانترنت عندكم",3
"الانترنت","شغال","الانترنت شغال",3
"شغلي","اليوم","شغلي اليوم",3
